"Site","Date","Type","Analysis","count","year","month","day","DOY","notes","Group","Location"
"Buoy 2","2017-07-17","Nutrient","TP",5.62,2017,7,17,198,NA,"Early","Outer Bay"
"Buoy 2","2017-07-17","Nutrient","Chloride",592.33,2017,7,17,198,NA,"Early","Outer Bay"
"Buoy 2","2017-07-17","Nutrient","Sulfate",1853.13,2017,7,17,198,NA,"Early","Outer Bay"
"Bells","2017-07-17","Nutrient","Ammonium",46.12,2017,7,17,198,NA,"Early","Outer Bay"
"Bells","2017-07-17","Nutrient","Nitrite",0.71,2017,7,17,198,NA,"Early","Outer Bay"
"Bells","2017-07-17","Nutrient","DRP",0.48,2017,7,17,198,NA,"Early","Outer Bay"
"Bells","2017-07-17","Nutrient","Silicate",32.14,2017,7,17,198,NA,"Early","Outer Bay"
"Bells","2017-07-17","Nutrient","Nitrate",24.99,2017,7,17,198,NA,"Early","Outer Bay"
"Bells","2017-07-17","Nutrient","TP",1.81,2017,7,17,198,NA,"Early","Outer Bay"
"Bells","2017-07-17","Nutrient","Chloride",434.38,2017,7,17,198,NA,"Early","Outer Bay"
"Bells","2017-07-17","Nutrient","Sulfate",750,2017,7,17,198,NA,"Early","Outer Bay"
"Bridge","2017-07-17","Nutrient","Ammonium",5.85,2017,7,17,198,NA,"Early","Inner Bay"
"Bridge","2017-07-17","Nutrient","Nitrite",5,2017,7,17,198,NA,"Early","Inner Bay"
"Bridge","2017-07-17","Nutrient","DRP",0.61,2017,7,17,198,NA,"Early","Inner Bay"
"Bridge","2017-07-17","Nutrient","Silicate",147.86,2017,7,17,198,NA,"Early","Inner Bay"
"Bridge","2017-07-17","Nutrient","Nitrate",187.05,2017,7,17,198,NA,"Early","Inner Bay"
"Bridge","2017-07-17","Nutrient","TP",6.1,2017,7,17,198,NA,"Early","Inner Bay"
"Bridge","2017-07-17","Nutrient","Chloride",473.87,2017,7,17,198,NA,"Early","Inner Bay"
"Bridge","2017-07-17","Nutrient","Sulfate",1553.13,2017,7,17,198,NA,"Early","Inner Bay"
"EC 1163","2017-07-17","Nutrient","Ammonium",1.64,2017,7,17,198,NA,"Early","Outer Bay"
"EC 1163","2017-07-17","Nutrient","Nitrite",2.14,2017,7,17,198,NA,"Early","Outer Bay"
"EC 1163","2017-07-17","Nutrient","DRP",0.29,2017,7,17,198,NA,"Early","Outer Bay"
"EC 1163","2017-07-17","Nutrient","Silicate",51.43,2017,7,17,198,NA,"Early","Outer Bay"
"EC 1163","2017-07-17","Nutrient","Nitrate",62.83,2017,7,17,198,NA,"Early","Outer Bay"
"EC 1163","2017-07-17","Nutrient","TP",6.01,2017,7,17,198,NA,"Early","Outer Bay"
"EC 1163","2017-07-17","Nutrient","Chloride",640.28,2017,7,17,198,NA,"Early","Outer Bay"
"EC 1163","2017-07-17","Nutrient","Sulfate",1893.75,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 1","2017-07-17","Nutrient","Ammonium",1.57,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 1","2017-07-17","Nutrient","Nitrite",0.71,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 1","2017-07-17","Nutrient","DRP",0.23,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 1","2017-07-17","Nutrient","Silicate",13.21,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 1","2017-07-17","Nutrient","Nitrate",37.13,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 1","2017-07-17","Nutrient","TP",5.62,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 1","2017-07-17","Nutrient","Chloride",296.17,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 1","2017-07-17","Nutrient","Sulfate",1165.63,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 2","2017-07-17","Nutrient","Ammonium",2.64,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 2","2017-07-17","Nutrient","Nitrite",5,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 2","2017-07-17","Nutrient","DRP",0.42,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 2","2017-07-17","Nutrient","Silicate",153.21,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 2","2017-07-17","Nutrient","Nitrate",196.33,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 2","2017-07-17","Nutrient","TP",5.65,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 2","2017-07-17","Nutrient","Chloride",471.05,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 2","2017-07-17","Nutrient","Sulfate",1462.5,2017,7,17,198,NA,"Early","Outer Bay"
"ODNR 4","2017-07-17","Nutrient","Ammonium",8,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 4","2017-07-17","Nutrient","Nitrite",2.14,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 4","2017-07-17","Nutrient","DRP",2.71,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 4","2017-07-17","Nutrient","Silicate",236.79,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 4","2017-07-17","Nutrient","Nitrate",174.2,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 4","2017-07-17","Nutrient","TP",7.55,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 4","2017-07-17","Nutrient","Chloride",214.37,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 4","2017-07-17","Nutrient","Sulfate",403.13,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 6","2017-07-17","Nutrient","Ammonium",18.49,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 6","2017-07-17","Nutrient","Nitrite",3.57,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 6","2017-07-17","Nutrient","DRP",2.23,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 6","2017-07-17","Nutrient","Silicate",184.64,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 6","2017-07-17","Nutrient","Nitrate",180.63,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 6","2017-07-17","Nutrient","TP",6.46,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 6","2017-07-17","Nutrient","Chloride",157.96,2017,7,17,198,NA,"Early","Inner Bay"
"ODNR 6","2017-07-17","Nutrient","Sulfate",337.5,2017,7,17,198,NA,"Early","Inner Bay"
"Buoy 2","2017-07-31","Nutrient","Ammonium",2.07,2017,7,31,212,NA,"Early","Outer Bay"
"Buoy 2","2017-07-31","Nutrient","Nitrite",2.14,2017,7,31,212,NA,"Early","Outer Bay"
"Buoy 2","2017-07-31","Nutrient","DRP",0.16,2017,7,31,212,NA,"Early","Outer Bay"
"Buoy 2","2017-07-31","Nutrient","Silicate",2.14,2017,7,31,212,NA,"Early","Outer Bay"
"Buoy 2","2017-07-31","Nutrient","Nitrate",37.13,2017,7,31,212,NA,"Early","Outer Bay"
"Buoy 2","2017-07-31","Nutrient","TP",4.26,2017,7,31,212,NA,"Early","Outer Bay"
"Buoy 2","2017-07-31","Nutrient","Chloride",550.02,2017,7,31,212,NA,"Early","Outer Bay"
"Buoy 2","2017-07-31","Nutrient","Sulfate",1593.75,2017,7,31,212,NA,"Early","Outer Bay"
"Bells","2017-07-31","Nutrient","Ammonium",1.29,2017,7,31,212,NA,"Early","Outer Bay"
"Bells","2017-07-31","Nutrient","Nitrite",0.71,2017,7,31,212,NA,"Early","Outer Bay"
"Bells","2017-07-31","Nutrient","DRP",0.29,2017,7,31,212,NA,"Early","Outer Bay"
"Bells","2017-07-31","Nutrient","Silicate",33.21,2017,7,31,212,NA,"Early","Outer Bay"
"Bells","2017-07-31","Nutrient","Nitrate",15.71,2017,7,31,212,NA,"Early","Outer Bay"
"Bells","2017-07-31","Nutrient","TP",1.03,2017,7,31,212,NA,"Early","Outer Bay"
"Bells","2017-07-31","Nutrient","Chloride",434.38,2017,7,31,212,NA,"Early","Outer Bay"
"Bells","2017-07-31","Nutrient","Sulfate",659.38,2017,7,31,212,NA,"Early","Outer Bay"
"Bridge","2017-07-31","Nutrient","Ammonium",3.07,2017,7,31,212,NA,"Early","Inner Bay"
"Bridge","2017-07-31","Nutrient","Nitrite",3.57,2017,7,31,212,NA,"Early","Inner Bay"
"Bridge","2017-07-31","Nutrient","DRP",0.29,2017,7,31,212,NA,"Early","Inner Bay"
"Bridge","2017-07-31","Nutrient","Silicate",16.43,2017,7,31,212,NA,"Early","Inner Bay"
"Bridge","2017-07-31","Nutrient","Nitrate",73.54,2017,7,31,212,NA,"Early","Inner Bay"
"Bridge","2017-07-31","Nutrient","TP",3.84,2017,7,31,212,NA,"Early","Inner Bay"
"Bridge","2017-07-31","Nutrient","Chloride",324.37,2017,7,31,212,NA,"Early","Inner Bay"
"Bridge","2017-07-31","Nutrient","Sulfate",1031.25,2017,7,31,212,NA,"Early","Inner Bay"
"EC 1163","2017-07-31","Nutrient","Ammonium",2.28,2017,7,31,212,NA,"Early","Outer Bay"
"EC 1163","2017-07-31","Nutrient","Nitrite",0.71,2017,7,31,212,NA,"Early","Outer Bay"
"EC 1163","2017-07-31","Nutrient","DRP",0.16,2017,7,31,212,NA,"Early","Outer Bay"
"EC 1163","2017-07-31","Nutrient","Silicate",23.93,2017,7,31,212,NA,"Early","Outer Bay"
"EC 1163","2017-07-31","Nutrient","Nitrate",19.99,2017,7,31,212,NA,"Early","Outer Bay"
"EC 1163","2017-07-31","Nutrient","TP",2.71,2017,7,31,212,NA,"Early","Outer Bay"
"EC 1163","2017-07-31","Nutrient","Chloride",380.79,2017,7,31,212,NA,"Early","Outer Bay"
"EC 1163","2017-07-31","Nutrient","Sulfate",743.75,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 1","2017-07-31","Nutrient","Ammonium",2.14,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 1","2017-07-31","Nutrient","Nitrite",2.14,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 1","2017-07-31","Nutrient","DRP",0.29,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 1","2017-07-31","Nutrient","Silicate",15.36,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 1","2017-07-31","Nutrient","Nitrate",43.55,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 1","2017-07-31","Nutrient","TP",3.33,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 1","2017-07-31","Nutrient","Chloride",437.2,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 1","2017-07-31","Nutrient","Sulfate",1150,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 2","2017-07-31","Nutrient","Ammonium",2.57,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 2","2017-07-31","Nutrient","Nitrite",2.86,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 2","2017-07-31","Nutrient","DRP",0.32,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 2","2017-07-31","Nutrient","Silicate",16.79,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 2","2017-07-31","Nutrient","Nitrate",69.25,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 2","2017-07-31","Nutrient","TP",3.58,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 2","2017-07-31","Nutrient","Chloride",344.12,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 2","2017-07-31","Nutrient","Sulfate",1028.13,2017,7,31,212,NA,"Early","Outer Bay"
"ODNR 4","2017-07-31","Nutrient","Ammonium",3.36,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 4","2017-07-31","Nutrient","Nitrite",2.14,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 4","2017-07-31","Nutrient","DRP",0.52,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 4","2017-07-31","Nutrient","Silicate",130.71,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 4","2017-07-31","Nutrient","Nitrate",58.54,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 4","2017-07-31","Nutrient","TP",5.07,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 4","2017-07-31","Nutrient","Chloride",366.68,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 4","2017-07-31","Nutrient","Sulfate",1168.75,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 6","2017-07-31","Nutrient","Ammonium",2.14,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 6","2017-07-31","Nutrient","Nitrite",4.28,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 6","2017-07-31","Nutrient","DRP",0.26,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 6","2017-07-31","Nutrient","Silicate",14.64,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 6","2017-07-31","Nutrient","Nitrate",77.11,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 6","2017-07-31","Nutrient","TP",4.23,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 6","2017-07-31","Nutrient","Chloride",321.55,2017,7,31,212,NA,"Early","Inner Bay"
"ODNR 6","2017-07-31","Nutrient","Sulfate",1225,2017,7,31,212,NA,"Early","Inner Bay"
"Buoy 2","2017-08-14","Nutrient","Ammonium",2.5,2017,8,14,226,NA,"Early","Outer Bay"
"Buoy 2","2017-08-14","Nutrient","Nitrite",0,2017,8,14,226,NA,"Early","Outer Bay"
"Buoy 2","2017-08-14","Nutrient","DRP",0.42,2017,8,14,226,NA,"Early","Outer Bay"
"Buoy 2","2017-08-14","Nutrient","Silicate",28.93,2017,8,14,226,NA,"Early","Outer Bay"
"Buoy 2","2017-08-14","Nutrient","Nitrate",0,2017,8,14,226,NA,"Early","Outer Bay"
"Buoy 2","2017-08-14","Nutrient","TP",3.62,2017,8,14,226,NA,"Early","Outer Bay"
"Buoy 2","2017-08-14","Nutrient","Chloride",442.84,2017,8,14,226,NA,"Early","Outer Bay"
"Buoy 2","2017-08-14","Nutrient","Sulfate",993.75,2017,8,14,226,NA,"Early","Outer Bay"
"Bells","2017-08-14","Nutrient","Ammonium",2.78,2017,8,14,226,NA,"Early","Outer Bay"
"Bells","2017-08-14","Nutrient","Nitrite",0.71,2017,8,14,226,NA,"Early","Outer Bay"
"Bells","2017-08-14","Nutrient","DRP",0.39,2017,8,14,226,NA,"Early","Outer Bay"
"Bells","2017-08-14","Nutrient","Silicate",41.43,2017,8,14,226,NA,"Early","Outer Bay"
"Bells","2017-08-14","Nutrient","Nitrate",1.43,2017,8,14,226,NA,"Early","Outer Bay"
"Bells","2017-08-14","Nutrient","TP",1.19,2017,8,14,226,NA,"Early","Outer Bay"
"Bells","2017-08-14","Nutrient","Chloride",442.84,2017,8,14,226,NA,"Early","Outer Bay"
"Bells","2017-08-14","Nutrient","Sulfate",621.88,2017,8,14,226,NA,"Early","Outer Bay"
"Bridge","2017-08-14","Nutrient","Ammonium",1.29,2017,8,14,226,NA,"Early","Inner Bay"
"Bridge","2017-08-14","Nutrient","Nitrite",0,2017,8,14,226,NA,"Early","Inner Bay"
"Bridge","2017-08-14","Nutrient","DRP",0.19,2017,8,14,226,NA,"Early","Inner Bay"
"Bridge","2017-08-14","Nutrient","Silicate",22.14,2017,8,14,226,NA,"Early","Inner Bay"
"Bridge","2017-08-14","Nutrient","Nitrate",0,2017,8,14,226,NA,"Early","Inner Bay"
"Bridge","2017-08-14","Nutrient","TP",4.75,2017,8,14,226,NA,"Early","Inner Bay"
"Bridge","2017-08-14","Nutrient","Chloride",341.3,2017,8,14,226,NA,"Early","Inner Bay"
"Bridge","2017-08-14","Nutrient","Sulfate",1209.38,2017,8,14,226,NA,"Early","Inner Bay"
"EC 1163","2017-08-14","Nutrient","Ammonium",1.71,2017,8,14,226,NA,"Early","Outer Bay"
"EC 1163","2017-08-14","Nutrient","Nitrite",0,2017,8,14,226,NA,"Early","Outer Bay"
"EC 1163","2017-08-14","Nutrient","DRP",0.45,2017,8,14,226,NA,"Early","Outer Bay"
"EC 1163","2017-08-14","Nutrient","Silicate",32.86,2017,8,14,226,NA,"Early","Outer Bay"
"EC 1163","2017-08-14","Nutrient","Nitrate",2.14,2017,8,14,226,NA,"Early","Outer Bay"
"EC 1163","2017-08-14","Nutrient","TP",2.84,2017,8,14,226,NA,"Early","Outer Bay"
"EC 1163","2017-08-14","Nutrient","Chloride",406.17,2017,8,14,226,NA,"Early","Outer Bay"
"EC 1163","2017-08-14","Nutrient","Sulfate",687.5,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 1","2017-08-14","Nutrient","Ammonium",2.71,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 1","2017-08-14","Nutrient","Nitrite",0,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 1","2017-08-14","Nutrient","DRP",0.29,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 1","2017-08-14","Nutrient","Silicate",19.29,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 1","2017-08-14","Nutrient","Nitrate",0,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 1","2017-08-14","Nutrient","TP",4,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 1","2017-08-14","Nutrient","Chloride",394.89,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 1","2017-08-14","Nutrient","Sulfate",825,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 2","2017-08-14","Nutrient","Ammonium",1.71,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 2","2017-08-14","Nutrient","Nitrite",0,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 2","2017-08-14","Nutrient","DRP",0.45,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 2","2017-08-14","Nutrient","Silicate",32.68,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 2","2017-08-14","Nutrient","Nitrate",0,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 2","2017-08-14","Nutrient","TP",4.39,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 2","2017-08-14","Nutrient","Chloride",380.79,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 2","2017-08-14","Nutrient","Sulfate",1012.5,2017,8,14,226,NA,"Early","Outer Bay"
"ODNR 4","2017-08-14","Nutrient","Ammonium",3.64,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 4","2017-08-14","Nutrient","Nitrite",0,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 4","2017-08-14","Nutrient","DRP",0.61,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 4","2017-08-14","Nutrient","Silicate",8.57,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 4","2017-08-14","Nutrient","Nitrate",0,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 4","2017-08-14","Nutrient","TP",6.42,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 4","2017-08-14","Nutrient","Chloride",358.22,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 4","2017-08-14","Nutrient","Sulfate",1340.63,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 6","2017-08-14","Nutrient","Ammonium",2.71,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 6","2017-08-14","Nutrient","Nitrite",0,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 6","2017-08-14","Nutrient","DRP",0.48,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 6","2017-08-14","Nutrient","Silicate",3.93,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 6","2017-08-14","Nutrient","Nitrate",0,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 6","2017-08-14","Nutrient","TP",6.42,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 6","2017-08-14","Nutrient","Chloride",330.01,2017,8,14,226,NA,"Early","Inner Bay"
"ODNR 6","2017-08-14","Nutrient","Sulfate",1293.75,2017,8,14,226,NA,"Early","Inner Bay"
"Bridge","2017-08-24","Nutrient","Ammonium",0.93,2017,8,24,236,NA,"Early","Inner Bay"
"Bridge","2017-08-24","Nutrient","Nitrite",0,2017,8,24,236,NA,"Early","Inner Bay"
"Bridge","2017-08-24","Nutrient","DRP",0.26,2017,8,24,236,NA,"Early","Inner Bay"
"Bridge","2017-08-24","Nutrient","Silicate",65.36,2017,8,24,236,NA,"Early","Inner Bay"
"Bridge","2017-08-24","Nutrient","Nitrate",0.71,2017,8,24,236,NA,"Early","Inner Bay"
"Bridge","2017-08-24","Nutrient","TP",5.68,2017,8,24,236,NA,"Early","Inner Bay"
"Bridge","2017-08-24","Nutrient","Chloride",456.94,2017,8,24,236,NA,"Early","Inner Bay"
"Bridge","2017-08-24","Nutrient","Sulfate",1631.25,2017,8,24,236,NA,"Early","Inner Bay"
"Buoy 2","2017-08-28","Nutrient","Ammonium",1.57,2017,8,28,240,NA,"Early","Outer Bay"
"Buoy 2","2017-08-28","Nutrient","Nitrite",0,2017,8,28,240,NA,"Early","Outer Bay"
"Buoy 2","2017-08-28","Nutrient","DRP",0.42,2017,8,28,240,NA,"Early","Outer Bay"
"Buoy 2","2017-08-28","Nutrient","Silicate",71.07,2017,8,28,240,NA,"Early","Outer Bay"
"Buoy 2","2017-08-28","Nutrient","Nitrate",0.71,2017,8,28,240,NA,"Early","Outer Bay"
"Buoy 2","2017-08-28","Nutrient","TP",3.49,2017,8,28,240,NA,"Early","Outer Bay"
"Buoy 2","2017-08-28","Nutrient","Chloride",465.4,2017,8,28,240,NA,"Early","Outer Bay"
"Buoy 2","2017-08-28","Nutrient","Sulfate",956.25,2017,8,28,240,NA,"Early","Outer Bay"
"Bells","2017-08-28","Nutrient","Ammonium",0.86,2017,8,28,240,NA,"Early","Outer Bay"
"Bells","2017-08-28","Nutrient","Nitrite",0,2017,8,28,240,NA,"Early","Outer Bay"
"Bells","2017-08-28","Nutrient","DRP",0.32,2017,8,28,240,NA,"Early","Outer Bay"
"Bells","2017-08-28","Nutrient","Silicate",22.14,2017,8,28,240,NA,"Early","Outer Bay"
"Bells","2017-08-28","Nutrient","Nitrate",0.71,2017,8,28,240,NA,"Early","Outer Bay"
"Bells","2017-08-28","Nutrient","TP",1.58,2017,8,28,240,NA,"Early","Outer Bay"
"Bells","2017-08-28","Nutrient","Chloride",389.25,2017,8,28,240,NA,"Early","Outer Bay"
"Bells","2017-08-28","Nutrient","Sulfate",500,2017,8,28,240,NA,"Early","Outer Bay"
"Bridge","2017-08-28","Nutrient","Ammonium",1.21,2017,8,28,240,NA,"Early","Inner Bay"
"Bridge","2017-08-28","Nutrient","Nitrite",0,2017,8,28,240,NA,"Early","Inner Bay"
"Bridge","2017-08-28","Nutrient","DRP",0.32,2017,8,28,240,NA,"Early","Inner Bay"
"Bridge","2017-08-28","Nutrient","Silicate",77.5,2017,8,28,240,NA,"Early","Inner Bay"
"Bridge","2017-08-28","Nutrient","Nitrate",0.71,2017,8,28,240,NA,"Early","Inner Bay"
"Bridge","2017-08-28","Nutrient","TP",5.17,2017,8,28,240,NA,"Early","Inner Bay"
"Bridge","2017-08-28","Nutrient","Chloride",434.38,2017,8,28,240,NA,"Early","Inner Bay"
"Bridge","2017-08-28","Nutrient","Sulfate",1600,2017,8,28,240,NA,"Early","Inner Bay"
"EC 1163","2017-08-28","Nutrient","Ammonium",1.07,2017,8,28,240,NA,"Early","Outer Bay"
"EC 1163","2017-08-28","Nutrient","Nitrite",0,2017,8,28,240,NA,"Early","Outer Bay"
"EC 1163","2017-08-28","Nutrient","DRP",0.23,2017,8,28,240,NA,"Early","Outer Bay"
"EC 1163","2017-08-28","Nutrient","Silicate",40.36,2017,8,28,240,NA,"Early","Outer Bay"
"EC 1163","2017-08-28","Nutrient","Nitrate",0,2017,8,28,240,NA,"Early","Outer Bay"
"EC 1163","2017-08-28","Nutrient","TP",2.07,2017,8,28,240,NA,"Early","Outer Bay"
"EC 1163","2017-08-28","Nutrient","Chloride",397.71,2017,8,28,240,NA,"Early","Outer Bay"
"EC 1163","2017-08-28","Nutrient","Sulfate",571.88,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 1","2017-08-28","Nutrient","Ammonium",1.64,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 1","2017-08-28","Nutrient","Nitrite",0.71,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 1","2017-08-28","Nutrient","DRP",0.39,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 1","2017-08-28","Nutrient","Silicate",76.43,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 1","2017-08-28","Nutrient","Nitrate",1.43,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 1","2017-08-28","Nutrient","TP",3.1,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 1","2017-08-28","Nutrient","Chloride",479.51,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 1","2017-08-28","Nutrient","Sulfate",918.75,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 2","2017-08-28","Nutrient","Ammonium",1.36,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 2","2017-08-28","Nutrient","Nitrite",0,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 2","2017-08-28","Nutrient","DRP",0.32,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 2","2017-08-28","Nutrient","Silicate",73.57,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 2","2017-08-28","Nutrient","Nitrate",1.43,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 2","2017-08-28","Nutrient","TP",4.94,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 2","2017-08-28","Nutrient","Chloride",456.94,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 2","2017-08-28","Nutrient","Sulfate",1440.63,2017,8,28,240,NA,"Early","Outer Bay"
"ODNR 4","2017-08-28","Nutrient","Ammonium",0.71,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 4","2017-08-28","Nutrient","Nitrite",0,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 4","2017-08-28","Nutrient","DRP",0.9,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 4","2017-08-28","Nutrient","Silicate",40,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 4","2017-08-28","Nutrient","Nitrate",0,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 4","2017-08-28","Nutrient","TP",8.07,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 4","2017-08-28","Nutrient","Chloride",377.97,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 4","2017-08-28","Nutrient","Sulfate",1587.5,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 6","2017-08-28","Nutrient","Ammonium",1,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 6","2017-08-28","Nutrient","Nitrite",0,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 6","2017-08-28","Nutrient","DRP",0.32,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 6","2017-08-28","Nutrient","Silicate",43.93,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 6","2017-08-28","Nutrient","Nitrate",0,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 6","2017-08-28","Nutrient","TP",5.75,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 6","2017-08-28","Nutrient","Chloride",372.32,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 6","2017-08-28","Nutrient","Sulfate",1400,2017,8,28,240,NA,"Early","Inner Bay"
"ODNR 1","2018-09-11","Nutrient","Ammonium",2.5,2018,9,11,254,NA,"Early","Outer Bay"
"ODNR 1","2018-09-11","Nutrient","Nitrite",0,2018,9,11,254,NA,"Early","Outer Bay"
